"","hh_id","e1","c136__1","c136__2","c136__3","e_start","index_random_2","index_random_3","random_percentage_3","e_2","solar_system","solar_full_price","solar_price","e_amount","e_3","e_3b","e_3b_oth","e_4","e_4b","e_4b_oth","e_5","e_5b","e_5b_oth","e_6","e_7","e_7_oth","elc_aggr_tier","locality"
"3342",12002506542401,"Yes","No","No","No","2017-11-13T06:26:02-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3343",12002506542701,"Yes","No","No","No","2017-11-13T05:29:29-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3344",12002506542801,"Yes","No","No","No","2017-11-13T05:56:37-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 3",1
"3345",12002506542802,"Yes","No","No","No","2017-11-13T04:24:54-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 4",1
"3346",12002506542804,"Yes","No","No","No","2017-11-13T09:07:20Z",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3347",12002506543001,"No","No","No","No","2017-11-13T10:06:16Z",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"3348",12002506543601,"Yes","No","No","No","2017-11-13T10:57:26Z",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3349",12002506544001,"Yes","No","No","No","2017-11-13T11:19:47Z",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3350",12002506545801,"No","No","No","No","2017-11-13T07:00:22-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"3351",12002506545802,"Yes","No","No","No","2017-11-13T10:03:28Z",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3352",12002506545804,"Yes","No","No","No","2017-11-13T09:09:53Z",0,2,1,2,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3353",12002506545805,"Yes","No","No","No","2017-11-13T04:16:00-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3354",12003508340203,"Yes","No","No","No","2017-11-10T04:21:35-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","","Tier 2",0
"3355",12003508340206,"No","No","No","No","2017-11-10T05:19:48-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3356",12003508340303,"No","No","No","No","2017-11-10T09:09:12Z",0,2,1,2,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3357",12003508340403,"No","No","No","No","2017-11-10T10:22:36Z",0,2,1,2,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3358",12003508340404,"No","No","No","No","2017-11-09T20:23:15-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"3359",12003508340405,"No","No","No","No","2017-11-10T06:21:20-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 0",0
"3360",12003508340602,"No","No","No","No","2017-11-10T11:35:05Z",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"3361",12003508340701,"No","No","No","No","2017-11-10T12:14:01Z",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3362",12003508340802,"No","No","No","No","2017-11-10T10:37:22Z",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3363",12003508340902,"No","No","No","No","2017-11-10T09:21:05Z",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"3364",12003508341001,"No","No","No","No","2017-11-10T04:18:10-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"3365",12003508341003,"No","No","No","No","2017-11-10T05:04:07-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"3366",12003508341004,"No","No","No","No","2017-11-10T05:43:25-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3367",12003508341101,"No","No","No","No","2017-11-10T06:00:51-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"3368",12004503080502,"Yes","No","No","No","2017-11-08T14:39:49Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"3369",12004503080803,"Yes","No","No","No","2017-11-08T14:56:10Z",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"3370",12004503080901,"Yes","No","No","No","2017-11-09T04:57:45-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 4",0
"3371",12004503080906,"No","No","No","No","2017-11-08T08:20:05-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"3372",12004503081003,"No","No","No","No","2017-11-08T06:40:12-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"3373",12004503081006,"No","No","No","No","2017-11-09T09:47:07-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3374",12004503081402,"Yes","No","No","No","2017-11-08T12:01:19Z",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 4",0
"3375",12004503081405,"Yes","No","No","No","2017-11-09T09:43:41-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 4",0
"3376",12004503081502,"Yes","No","No","No","2017-11-08T12:28:22Z",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"3377",12004503081505,"Yes","No","No","No","2017-11-08T13:48:01Z",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",0
"3378",12004503081601,"No","No","No","No","2017-11-08T08:39:52-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"3379",12004503081701,"Yes","No","No","No","2017-11-08T09:05:49-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Maintenance/servicing of device is not available","","Yes",NA,"",NA,NA,"","Tier 4",0
"3380",12004503081801,"Yes","No","No","No","2017-11-08T07:05:23-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 4",0
"3381",12004503082301,"Yes","No","No","No","2017-11-09T09:46:27Z",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 4",0
"3382",12004510160202,"No","No","No","No","2017-11-10T04:52:22-05:00",0,0,0.33,2,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"3383",12004510160302,"Yes","No","No","No","2017-11-10T06:12:19-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"3384",12004510160303,"Yes","No","No","No","2017-11-10T09:40:24Z",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"3385",12004510160905,"Yes","No","No","No","2017-11-10T12:00:43Z",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",0
"3386",12004510160908,"Yes","No","No","No","2017-11-11T15:48:09Z",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",0
"3387",12004510160909,"Yes","No","No","No","2017-11-10T07:05:53-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"3388",12004510161001,"Yes","No","No","No","2017-11-10T04:33:32-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"3389",12004510161101,"Yes","No","No","No","2017-11-10T09:22:49Z",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",0
"3390",12004510161201,"Yes","No","No","No","2017-11-10T05:58:32-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",0
"3391",12004510161402,"Yes","No","No","No","2017-11-11T10:52:06Z",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",0
"3392",12004510161405,"Yes","No","No","No","2017-11-10T12:26:04Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 3",0
"3393",12004510161406,"Yes","No","No","No","2017-11-10T04:30:31-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 2",0
"3394",12004510161502,"Yes","No","No","No","2017-11-10T05:57:07-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 2",0
"3395",12004510161505,"Yes","No","No","No","2017-11-10T06:46:53-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"","Tier 2",0
"3396",12004526500301,"Yes","No","No","No","2017-11-08T10:07:57Z",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3397",12004526500303,"Yes","No","No","No","2017-11-08T09:12:02-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",1
"3398",12004526500401,"Yes","No","No","No","2017-11-09T08:50:49Z",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",1
"3399",12004526500402,"Yes","No","No","No","2017-11-08T11:35:54Z",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",1
"3400",12004526500501,"Yes","No","No","No","2017-11-08T10:14:13Z",1,0,0.33,4,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3401",12004526500801,"Yes","No","No","No","2017-11-08T06:51:34-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 3",1
"3402",12004526501001,"Yes","No","No","No","2017-11-08T08:20:38-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3403",12004526501201,"Yes","No","No","No","2017-11-09T03:41:05-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3404",12004526501301,"Yes","No","No","No","2017-11-08T08:27:55-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3405",12004526501302,"Yes","No","No","No","2017-11-08T06:06:56-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 4",1
"3406",12004526501701,"Yes","No","No","No","2017-11-09T03:29:56-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3407",12004526502101,"Yes","No","No","No","2017-11-08T13:07:40Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3408",12004526502201,"Yes","No","No","No","2017-11-09T08:28:39Z",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3409",12006501740603,"Yes","No","No","No","2017-11-15T09:11:43Z",0,0,0.33,2,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"3410",12006501740805,"Yes","No","No","No","2017-11-15T10:29:11Z",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"3411",12006501741203,"Yes","No","No","No","2017-11-15T06:05:25-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",0
"3412",12006501741205,"Yes","No","No","No","2017-11-15T09:05:26-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",0
"3413",12006501741206,"Yes","No","No","No","2017-11-16T09:37:55Z",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"3414",12006501741301,"Yes","No","No","No","2017-11-15T09:11:12Z",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",0
"3415",12006501741401,"Yes","No","No","No","2017-11-15T10:08:36Z",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",0
"3416",12006501741404,"Yes","No","No","No","2017-11-16T09:38:05Z",0,0,0.33,2,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"3417",12006501741805,"Yes","No","No","No","2017-11-15T04:45:17-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",0
"3418",12006501742001,"Yes","No","No","No","2017-11-16T04:33:58-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",0
"3419",12006501742002,"Yes","No","No","No","2017-11-15T04:09:06-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",0
"3420",12006501742102,"Yes","No","No","No","2017-11-15T04:06:37-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 2",0
"3421",12006501742501,"Yes","No","No","No","2017-11-15T05:10:49-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",0
"3422",12006501742602,"Yes","No","No","No","2017-11-16T04:33:09-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 2",0
"3423",12006506640301,"Yes","No","No","No","2017-11-14T13:20:12Z",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3424",12006506641101,"Yes","No","No","No","2017-11-14T08:16:45-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3425",12006506641301,"Yes","No","No","No","2017-11-14T05:01:49-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3426",12006506641701,"No","No","No","No","2017-11-14T10:09:00Z",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","Tier 0",1
"3427",12006506641901,"Yes","No","No","No","2017-11-14T12:09:47Z",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 4",1
"3428",12006506641902,"Yes","No","No","No","2017-11-14T13:39:07Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3429",12006506642002,"Yes","No","No","No","2017-11-14T08:32:28-05:00",1,1,0.66,9,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 3",1
"3430",12006506642201,"Yes","No","No","No","2017-11-14T06:48:31-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 4",1
"3431",12006506642202,"Yes","No","No","No","2017-11-14T06:30:42-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3432",12006506643101,"No","No","No","No","2017-11-14T04:45:22-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"3433",12006506643201,"Yes","No","No","No","2017-11-14T04:51:27-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3434",12006506643203,"Yes","No","No","No","2017-11-14T06:47:14-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3435",12006506643301,"Yes","No","No","No","2017-11-14T09:47:10Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3436",12006506643302,"Yes","No","No","No","2017-11-14T11:22:20Z",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3437",12006507780202,"Yes","No","No","No","2017-11-17T10:09:34Z",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 3",1
"3438",12006507780401,"Yes","No","No","No","2017-11-17T06:39:04-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3439",12006507780501,"Yes","No","No","No","2017-11-17T15:17:06Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 2",1
"3440",12006507780902,"Yes","No","No","No","2017-11-17T11:30:11Z",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 4",1
"3441",12006507781001,"Yes","No","No","No","2017-11-18T08:48:04Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 5",1
"3442",12006507781002,"Yes","No","No","No","2017-11-17T13:54:26Z",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 4",1
"3443",12006507781202,"Yes","No","No","No","2017-11-18T04:14:41-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 3",1
"3444",12006507781801,"Yes","No","No","No","2017-11-17T06:57:57-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 3",1
"3445",12006507781802,"Yes","No","No","No","2017-11-17T12:24:31-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3446",12006507781803,"Yes","No","No","No","2017-11-17T05:49:05-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3447",12006507781901,"Yes","No","No","No","2017-11-17T17:30:38Z",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 3",1
"3448",12006507782001,"Yes","No","No","No","2017-11-18T06:23:16-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"3449",12006507782201,"Yes","No","No","No","2017-11-17T10:13:53Z",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"3450",12006507782207,"Yes","No","No","No","2017-11-17T12:45:35Z",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","","Tier 2",1
"3451",12006508900302,"Yes","No","No","No","2017-11-17T03:49:34-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 4",1
"3452",12006508901001,"Yes","No","No","No","2017-11-17T09:02:30Z",1,0,0.33,3,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 4",1
"3453",12006508901004,"Yes","No","No","No","2017-11-17T09:07:41Z",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"3454",12006508901204,"Yes","No","No","No","2017-11-17T10:16:32Z",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3455",12006508901806,"Yes","No","No","No","2017-11-17T11:35:35Z",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",1
"3456",12006508901807,"Yes","No","No","No","2017-11-17T10:27:06Z",0,1,0.66,2,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"3457",12006508901903,"Yes","No","No","No","2017-11-17T11:23:32Z",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 3",1
"3458",12006508902110,"Yes","No","No","No","2017-11-17T06:44:52-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 5",1
"3459",12006508903008,"Yes","No","No","No","2017-11-17T04:40:19-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 4",1
