"","hh_id","c1","c2","c3","c4","c4_oth","c5","c6","c7","c8","c9","c10","c11","c12","c12_oth","c_13","c_13oth","c_14","c15","c16","c17","c18","c19","c19_oth","c_20","c_21","c_22","c_23","c_24","c_27","c_25","c_26__1","c_26__2","c_26__3","c_26__4","c_26__5","c_26__6","c_26__7","c_26__8","c_26__9","c_26__10","c_26__11","c_26__12","c_26__888","c_28a","c_29a","c_30a","c_31a","c32a_hours","c32a_min","c_28b","c_29b","c_30b","c_31b","c32b_hours","c32b_min","c_33","c33oth","c_34","c34_oth","c_35","c35_oth","c_36","c_37","c_38","c39_a","c39_b","c40","c41","c42","c42_oth","elc_aggr_tier"
"2693",11001500200401,2,"Yes",NA,NA,"",NA,NA,3,3000,5000,0,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,350,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,14,98,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","No system to request repairs/file complaint","","Someone not from power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"2694",11001500201301,2,"Yes",NA,NA,"",NA,NA,12,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,250,"No","No",0,0,0,0,0,1,1,0,0,0,0,0,0,6,2,2,14,126,0,12,4,3,7,84,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 3"
"2695",11001500201601,1,"Yes",NA,NA,"",NA,NA,12,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,350,"No","No",0,0,0,1,1,0,0,0,0,0,0,0,0,6,4,4,14,126,0,12,2,12,7,84,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Send a letter/email","","Someone not from power company",1,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"2696",11001500202501,1,"Yes",NA,NA,"",NA,NA,15,2500,16000,40,14,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,2000,"No","No",0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,3,21,147,0,12,4,10,10,84,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unpredictable interruptions","No","No",NA,"","Tier 3"
"2697",11001500203201,2,"Yes",NA,NA,"",NA,NA,14,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","No",0,0,0,0,1,1,1,1,0,0,0,0,0,3,2,3,7,133,0,20,4,18,5,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"No","No",NA,"","Tier 4"
"2698",11001500203301,1,"Yes",NA,NA,"",NA,NA,17,1000,2000,2,10,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,300,"No","No",0,0,1,1,1,1,1,0,0,0,0,0,0,3,2,2,7,147,0,15,4,10,4,63,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"No","No",NA,"","Tier 3"
"2699",11001500203401,1,"Yes",NA,NA,"",NA,NA,8,888,NA,NA,NA,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,300,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168,0,3,0,3,2,14,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"Yes","No",NA,"","Tier 0"
"2700",11001500204201,1,"Yes",NA,NA,"",NA,NA,13,500,2500,0,0,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","No",0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,54,145,888,5,2,5,21,133,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Low/high voltage problems or voltage fluctuations","Yes","No",NA,"","Tier 2"
"2701",11001500204401,1,"Yes",NA,NA,"",NA,NA,4,2000,1500,999,360,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,0,"Yes, all the time","No",0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,42,161,5,20,4,20,7,28,2,"Rechargeable battery and storage devices (e.g.: car battery)","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Low/high voltage problems or voltage fluctuations","Maintenance/service problems","Yes","No",NA,"","Tier 4"
"2702",11001500204501,2,"Yes",NA,NA,"",NA,NA,3,1500,3000,999,4,"Relative","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,200,"Yes, all the time","No",0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,42,161,5,20,4,20,7,28,2,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions","Low/high voltage problems or voltage fluctuations","Yes","No",NA,"","Tier 4"
"2703",11001500204601,1,"Yes",NA,NA,"",NA,NA,10,111,NA,NA,NA,"Relative","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,200,"Yes, sometimes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,168,0,"Rechargeable battery and storage devices (e.g.: car battery)","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Low/high voltage problems or voltage fluctuations","Yes","No",NA,"","Tier 0"
"2704",11001500204901,1,"Yes",NA,NA,"",NA,NA,17,2500,750,9,5,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","No",1,1,1,0,0,0,0,0,0,0,1,1,0,4,1,4,24,140,20,14,4,10,2,98,0,"No back-up source","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",35,"Yes","Unpredictable interruptions","Unexpectedly high bills","No","No",NA,"","Tier 3"
"2705",11001500205701,2,"No",0,"Cost of initial connection is too expensive","","Yes","Up to 6 months",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2706",11001500205901,1,"Yes",NA,NA,"",NA,NA,1,5000,45000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,2500,"No","No",0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,21,147,888,10,4,10,14,98,0,"Rechargeable battery and storage devices (e.g.: car battery)","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Low/high voltage problems or voltage fluctuations","No","No",NA,"","Tier 3"
"2707",11001502100401,2,"Yes",NA,NA,"",NA,NA,8,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","Yes",50,"No","Yes",10,NA,"","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,200,"No","No",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,168,0,12,3,2,12,84,0,"No back-up source","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"Yes","Low/high voltage problems or voltage fluctuations",NA,"Yes","No",NA,"","Tier 3"
"2708",11001502101201,2,"Yes",NA,NA,"",NA,NA,8,9000,5000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,400,"No","No",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,168,0,16,4,3,14,56,0,"No back-up source","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 4"
"2709",11001502101501,1,"Yes",NA,NA,"",NA,NA,8,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,200,"No","No",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,24,0,15,4,2,21,98,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 3"
"2710",11001502101901,2,"Yes",NA,NA,"",NA,NA,5,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","No",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,168,0,20,4,20,4,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 4"
"2711",11001502102601,1,"Yes",NA,NA,"",NA,NA,20,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","No",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,168,0,22,4,22,7,14,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Maintenance/service problems",NA,"No","No",NA,"","Tier 4"
"2712",11001502102801,2,"Yes",NA,NA,"",NA,NA,12,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,400,"No","No",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,168,0,20,4,20,4,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Maintenance/service problems",NA,"Yes","No",NA,"","Tier 4"
"2713",11001502103401,1,"Yes",NA,NA,"",NA,NA,8,111,NA,NA,NA,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","No",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,168,0,16,4,16,14,56,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions",NA,"Yes","No",NA,"","Tier 4"
"2714",11001502103501,1,"Yes",NA,NA,"",NA,NA,9,888,NA,NA,NA,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,300,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168,0,18,4,18,21,42,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unpredictable interruptions","Yes","No",NA,"","Tier 3"
"2715",11001502103601,1,"Yes",NA,NA,"",NA,NA,30,111,NA,NA,NA,"No one/received for free","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0,"Yes, sometimes","No",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,168,0,20,4,20,10,60,5,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Low/high voltage problems or voltage fluctuations","Unpredictable interruptions","Yes","No",NA,"","Tier 3"
"2716",11001502104102,1,"No",0,"Other, specify","They were having problem with the light for the pssed 3 to 4 years. But the problem is rectified, but this household is still not connected yet","Yes","Up to 6 months",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2717",11001502105001,2,"No",0,"Service Unreliable","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2718",11001502105501,2,"Yes",NA,NA,"",NA,NA,8,111,NA,NA,NA,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,400,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168,0,15,3,10,21,63,20,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 3"
"2719",11001502105601,3,"Yes",NA,NA,"",NA,NA,8,111,NA,NA,NA,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,400,"No","No",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,168,0,16,3,10,3,56,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 3"
"2720",11001502105701,1,"Yes",NA,NA,"",NA,NA,10,2500,15000,999,0,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1500,"No","No",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,168,0,18,4,18,21,42,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unpredictable interruptions","Yes","No",NA,"","Tier 3"
"2721",11001506780201,2,"Yes",NA,NA,"",NA,NA,1,4000,3500,0,4,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,400,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,4,14,35,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 4"
"2722",11001506780401,2,"Yes",NA,NA,"",NA,NA,2,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,250,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,3,14,28,15,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 4"
"2723",11001506780801,1,"Yes",NA,NA,"",NA,NA,6,888,NA,NA,NA,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","No",0,0,0,0,0,0,1,1,0,0,0,0,0,10,4,10,21,98,0,18,4,18,7,42,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Low/high voltage problems or voltage fluctuations",NA,"Yes","No",NA,"","Tier 4"
"2724",11001506780901,1,"Yes",NA,NA,"",NA,NA,7,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,400,"No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,5,154,0,15,4,10,3,63,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"Yes","No",NA,"","Tier 3"
"2725",11001506781001,1,"Yes",NA,NA,"",NA,NA,7,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,400,"No","No",0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,3,6,147,0,15,4,10,3,63,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"No","No",NA,"","Tier 3"
"2726",11001506781201,1,"Yes",NA,NA,"",NA,NA,2,500,1500,2,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,300,"No","No",1,1,1,1,1,1,1,1,0,0,0,0,0,2,1,2,5,154,0,15,4,12,4,63,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"No","No",NA,"","Tier 3"
"2727",11001506781801,2,"Yes",NA,NA,"",NA,NA,10,2500,5000,7,2,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","No",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,168,0,20,4,11,21,28,20,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",60,"No","No problems",NA,"No","No",NA,"","Tier 3"
"2728",11001506781901,1,"Yes",NA,NA,"",NA,NA,5,3000,2500,999,0,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,300,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,11,14,91,0,20,4,20,7,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions",NA,"Yes","No",NA,"","Tier 4"
"2729",11001506782001,1,"Yes",NA,NA,"",NA,NA,5,3000,4500,999,0,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,300,"No","No",0,0,0,0,0,0,1,1,0,0,0,0,0,10,4,10,14,98,0,20,4,20,7,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Maintenance/service problems",NA,"Yes","No",NA,"","Tier 4"
"2730",11001506782102,2,"Yes",NA,NA,"",NA,NA,10,6000,4000,0,0,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,600,"No","No",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,168,0,14,3,8,21,70,30,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 3"
"2731",11001506782201,2,"Yes",NA,NA,"",NA,NA,9,5000,4000,1,0,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,150,"No","No",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,168,0,18,3,10,14,42,20,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 3"
"2732",11001506782301,2,"Yes",NA,NA,"",NA,NA,9,111,NA,NA,NA,"Relative","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,200,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,20,14,28,30,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions","Maintenance/service problems","Yes","No",NA,"","Tier 4"
"2733",11001506782303,1,"Yes",NA,NA,"",NA,NA,50,111,NA,NA,NA,"Relative","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,200,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,20,21,5,20,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 3"
"2734",11001506783101,2,"Yes",NA,NA,"",NA,NA,7,111,NA,NA,NA,"Relative","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,150,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,18,14,28,5,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Maintenance/service problems",NA,"Yes","No",NA,"","Tier 4"
"2735",11001506940301,3,"Yes",NA,NA,"",NA,NA,3,111,NA,NA,NA,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,200,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,4,14,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 4"
"2736",11001506940401,1,"Yes",NA,NA,"",NA,NA,15,4000,500,0,0,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,10,14,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 4"
"2737",11001506940601,2,"Yes",NA,NA,"",NA,NA,20,111,NA,NA,NA,"Community/village/municipality","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,250,"No","No",0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,5,160,0,20,4,4,14,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 4"
"2738",11001506941001,2,"Yes",NA,NA,"",NA,NA,3,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,250,"No","No",0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,2,21,154,0,22,4,20,4,14,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Low/high voltage problems or voltage fluctuations",NA,"No","No",NA,"","Tier 4"
"2739",11001506941301,2,"Yes",NA,NA,"",NA,NA,20,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","No",0,0,0,0,1,1,1,1,0,0,0,0,0,4,2,4,10,140,0,12,4,12,5,84,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions",NA,"No","No",NA,"","Tier 3"
"2740",11001506941401,2,"Yes",NA,NA,"",NA,NA,20,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","No",0,0,0,1,1,1,1,1,0,0,0,0,0,4,3,4,21,140,0,20,4,16,7,28,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions",NA,"No","No",NA,"","Tier 4"
