"","hh_id","i_cookstove__id","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13a","i13b","i14__111","i14__1","i14__2","i14__3","i14__4","i14__5","i14__6","i14__7","i14__8","i14__9","i14__10","i14__11","i14__12","i15","i16","i16_oth","i17","i18","i19a","i19b","i20a","i20b","i21","i22","i23","i24","i25","i26","i27","i31__1","i31__2","i31__3","i31__4","i31__5","i31__6","i31__7","i31__8","i31__9","i32","i32_oth","i33","i35","i36a","i36b","interview__key","elc_aggr_tier","locality"
"3342",11010516481601,2,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,4,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,2,0,0,0,60,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",1500,NA,"44-05-56-86","Tier 2",1
"3343",11010516482101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,3,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Garbage/plastic","Always available","Sometimes available",5,7,2,30,0,60,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,0,"62-10-80-73","Tier 3",1
"3344",11010516482101,2,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,3,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Mostly available",NA,5,7,1,0,40,0,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",1000,NA,"62-10-80-73","Tier 3",1
"3345",11010516482101,3,"Koresone Stove","Purchased, upfront","Wife/Spouse",1500,NA,"No","Butterfly",300,NA,1,7,0,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,0,0,0,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,0,NA,"62-10-80-73","Tier 3",1
"3346",11010516482201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Garbage/plastic","Mostly available","Sometimes available",5,7,1,15,0,0,15,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,500,0,"82-26-98-60","Tier 1",1
"3347",11010516482201,2,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",1200,NA,"No","locally made",1000,NA,1,1,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Always available",NA,15,0,0,0,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",1700,NA,"82-26-98-60","Tier 1",1
"3348",11010516482201,3,"Koresone Stove","Purchased, upfront","Wife/Spouse",5000,NA,"Yes","Butterfly",6000,NA,1,5,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,1,7,3,30,120,30,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2400,NA,"82-26-98-60","Tier 1",1
"3349",11010516482202,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,0,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,5,3,1,3,5,3,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",4000,NA,"74-95-67-09","Tier 2",1
"3350",11010516482202,2,"Electric Stove","Purchased, upfront","Head",6000,NA,"No","Binaton",3000,NA,2,10,0,"No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Electric","Not applicable","Always available",NA,2,7,3,3,2,3,3,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,4000,NA,"74-95-67-09","Tier 2",1
"3351",11010516482202,3,"Koresone Stove","Purchased, upfront","Head",4500,NA,"No","Butterfly",5000,NA,1,8,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Sometimes available",NA,5,7,2,2,5,3,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4000,NA,"74-95-67-09","Tier 2",1
"3352",11010516482801,1,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,0,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","","No",NA,"Charcoal","Not applicable","Always available",NA,5,7,7,60,60,60,40,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1800,NA,"85-92-03-38","Tier 1",1
"3353",11010516483002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,4,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Always available",NA,2,7,3,60,240,90,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"61-82-99-11","Tier 1",1
"3354",11010516483104,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,7,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,2,7,7,120,120,60,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",12000,NA,"42-04-00-22","Tier 3",1
"3355",11010516483104,2,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,0,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","","No",NA,"Charcoal","Not applicable","Always available",NA,5,7,7,0,0,20,7,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1500,NA,"42-04-00-22","Tier 3",1
"3356",11010516483302,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,4,5,3,0,120,0,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",6000,NA,"93-01-57-35","Tier 3",1
"3357",11010516484002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,4,7,11,35,90,90,4,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",6000,NA,"42-99-13-68","Tier 1",1
"3358",11010516484101,1,"LPG/Natural Gas Stove","Purchased, upfront","Head",4500,NA,"Yes","Omapet Gas",4000,NA,1,2,1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"LPG/cooking gas","Not applicable","Always available",NA,2,7,3,30,90,120,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1700,NA,"59-06-95-50","Tier 3",1
"3359",11010518300203,1,"Koresone Stove","Purchased, upfront","Wife/Spouse",2500,NA,"No","BUTTERFLY",1000,NA,1,5,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"Kerosene","Not applicable","Mostly available",NA,20,5,1,50,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,800,NA,"56-20-84-56","Tier 2",1
"3360",11010518300203,2,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",1000,NA,"No","FANTIKA PRODUCT",700,NA,1,8,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Charcoal","Not applicable","Mostly available",NA,20,7,30,42,52,50,32,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,NA,"56-20-84-56","Tier 2",1
"3361",11010518300602,1,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",800,NA,"No","FANTIKA",500,NA,1,2,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Charcoal","Not applicable","Mostly available",NA,30,7,3,50,35,45,41,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"72-33-44-90","Tier 2",1
"3362",11010518300703,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,13,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,30,7,3,52,45,50,40,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"23-10-00-45","Tier 3",1
"3363",11010518300704,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,0,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Moveable","Outdoors","",NA,NA,"Wood purchased","Wood collected","Always available","Rarely available",3,1,1,30,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,800,600,"21-12-26-48","Tier 2",1
"3364",11010518300704,2,"Manufactured Stove Traditional","Receive for free",NA,NA,"Other, specify","Yes","It does not has manufacturer and model",500,NA,1,12,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Mostly available",NA,5,7,3,35,10,30,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1600,NA,"21-12-26-48","Tier 2",1
"3365",11010518301403,1,"Manufactured Stove Traditional","Receive for free",NA,NA,"Friend/ relative","Yes","it has no manufacturer and model",300,NA,1,2,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Mostly available",NA,3,7,2,120,0,60,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,NA,"60-76-63-05","Tier 1",1
"3366",11010518301406,1,"Manufactured Stove Traditional","Purchased, upfront","Head",150,NA,"Yes","no name",100,NA,1,2,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Charcoal","Not applicable","Always available",NA,5,7,2,60,0,90,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"47-05-29-73","Tier 3",1
"3367",11010518301406,2,"Koresone Stove","Purchased, upfront","Wife/Spouse",2500,NA,"Yes","buterfly",2000,NA,1,4,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,1,2,2,120,0,60,60,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,330,NA,"47-05-29-73","Tier 3",1
"3368",11010518301501,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Not applicable","Sometimes available",NA,5,7,3,30,40,60,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"29-08-38-66","Tier 2",1
"3369",11010518301501,2,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",300,NA,"No","HAND MADE",0,NA,1,1,1,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Charcoal","Not applicable","Always available",NA,10,0,0,0,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1500,NA,"29-08-38-66","Tier 2",1
"3370",11010518301902,1,"Koresone Stove","Purchased, upfront","Head",1200,NA,"No","BUTTERFLY B669",1000,NA,1,3,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,12,7,3,30,60,30,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1200,NA,"12-07-62-32","Tier 2",1
"3371",11010518301902,2,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,2,8,"No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,30,4,2,0,120,90,20,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1200,NA,"12-07-62-32","Tier 2",1
"3372",11010518302301,1,"Koresone Stove","Purchased, upfront","Head",1400,NA,"No","BUTTERFLY B669",1000,NA,1,30,10,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,15,7,3,45,145,60,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",9600,NA,"90-15-03-50","Tier 3",1
"3373",11010518302404,1,"Koresone Stove","Purchased, upfront","Head",1700,NA,"No","BUTTERFLY B669",1200,NA,1,1,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,10,7,3,45,60,100,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2200,NA,"52-25-30-33","Tier 3",1
"3374",11010518302902,1,"Manufactured Stove Traditional","Purchased, upfront","Head",1000,NA,"Yes","no name",60,NA,1,29,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","","No",NA,"Wood collected","Not applicable","Always available",NA,10,7,2,120,0,60,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"49-36-61-95","Tier 2",1
"3375",11010518302902,2,"Koresone Stove","Purchased, upfront","Wife/Spouse",4000,NA,"Yes","butterfly",1500,NA,1,20,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,1,5,1,60,0,0,60,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,0,NA,"49-36-61-95","Tier 2",1
"3376",11010518303801,1,"Koresone Stove","Purchased, upfront","Wife/Spouse",4500,NA,"Yes","buterfly",1500,NA,1,5,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,1,7,2,90,0,180,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4000,NA,"87-49-75-21","Tier 2",1
"3377",11010518303801,2,"Koresone Stove","Purchased, upfront","Wife/Spouse",3000,NA,"Yes","buterfly",1500,NA,1,3,0,"No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Mostly available",NA,5,3,2,180,30,180,210,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1500,NA,"87-49-75-21","Tier 2",1
"3378",11010518303801,3,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",1000,NA,"Yes","no name",1000,NA,1,0,2,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Charcoal","Not applicable","Always available",NA,5,7,1,120,0,120,60,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,600,NA,"87-49-75-21","Tier 2",1
"3379",11010518303801,4,"Electric Stove","Purchased, upfront","Wife/Spouse",8000,NA,"Yes","GOURMET",5000,NA,1,2,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Electric","Not applicable","Sometimes available",NA,1,7,2,50,0,50,30,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,2000,NA,"87-49-75-21","Tier 2",1
"3380",11010518303801,5,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",450,NA,"Yes","manufactured",400,NA,1,0,4,"No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Charcoal","Not applicable","Mostly available",NA,5,0,0,0,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,600,NA,"87-49-75-21","Tier 2",1
"3381",11010518304204,1,"Koresone Stove","Purchased, upfront","Wife/Spouse",3000,NA,"No","BUTTERFLY",500,NA,1,2,1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,5,7,3,60,90,90,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2000,NA,"51-54-03-55","Tier 2",1
"3382",11010518304303,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,8,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,3,25,30,40,25,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",800,NA,"05-99-52-99","Tier 3",1
"3383",11010518304303,2,"Manufactured Stove Traditional","Purchased, upfront","Head",1500,NA,"Yes","Panteka",600,NA,1,6,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Always available",NA,4,5,1,0,0,40,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,400,NA,"05-99-52-99","Tier 3",1
"3384",11010518304303,3,"Koresone Stove","Purchased, upfront","Head",5000,NA,"Yes","butterfly model",3000,NA,1,7,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,7,1,30,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,690,NA,"05-99-52-99","Tier 3",1
"3385",11011514940102,1,"Koresone Stove","Purchased, upfront","Wife/Spouse",2000,NA,"No","butterfly",1000,NA,1,7,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,7,14,120,120,120,3,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4600,NA,"70-08-10-64","Tier 3",1
"3386",11011514941101,1,"LPG/Natural Gas Stove","Purchased, upfront","Head",7000,NA,"Yes","Total",4500,NA,1,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"LPG/cooking gas","Not applicable","Always available",NA,1,7,21,30,180,300,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2330,NA,"15-45-01-55","Tier 2",1
"3387",11011514941101,2,"Koresone Stove","Purchased, upfront","Head",1100,NA,"Yes","Hanan Power",200,NA,1,11,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Kerosene","Not applicable","Always available",NA,3,7,7,20,0,0,20,"No","No","No","No","No","No","Yes","No","No","No","","Yes","No",1100,NA,"15-45-01-55","Tier 2",1
"3388",11011514941301,1,"Koresone Stove","Receive for free",NA,NA,"Friend/ relative","No","I don't know",50,NA,1,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Electric","Always available","Always available",2,7,7,1,0,0,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4400,4400,"42-78-71-09","Tier 3",1
"3389",11011514941301,2,"LPG/Natural Gas Stove","Receive for free",NA,NA,"Friend/ relative","No","I don't  know",888,NA,1,6,6,"No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Moveable","In a separate kitchen","",NA,NA,"LPG/cooking gas","Not applicable","Always available",NA,1,7,1,30,0,0,60,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",3500,NA,"42-78-71-09","Tier 3",1
"3390",11011514941301,3,"Electric Stove","Purchased, upfront","Head",3500,NA,"No","I don't know",1000,NA,1,0,6,"No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Electric","Not applicable","Always available",NA,1,7,7,60,0,0,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",0,NA,"42-78-71-09","Tier 3",1
"3391",11011514942201,1,"LPG/Natural Gas Stove","Purchased, upfront","Head",888,NA,"No","I don't know",888,NA,1,5,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"LPG/cooking gas","Not applicable","Always available",NA,1,7,1,60,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2200,NA,"46-76-60-18","Tier 4",1
"3392",11011514942201,2,"Koresone Stove","Purchased, upfront","Wife/Spouse",888,NA,"No","I don't know",0,NA,1,12,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,30,7,1,60,0,0,30,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,2000,NA,"46-76-60-18","Tier 4",1
"3393",11011514942201,3,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,10,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Always available",NA,20,5,2,0,0,60,30,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1000,NA,"46-76-60-18","Tier 4",1
"3394",11011514943101,1,"Koresone Stove","Purchased, upfront","Head",1500,NA,"No","butterfly",1200,NA,1,3,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,10,7,21,30,0,80,60,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1000,NA,"03-35-83-66","Tier 3",1
"3395",11011514943702,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,4,7,7,120,0,120,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4000,NA,"17-74-46-60","Tier 3",1
"3396",11011514943702,2,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",2000,NA,"No","locally manufactured",1500,NA,1,10,0,"No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Always available",NA,3,4,4,120,0,60,180,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,12000,NA,"17-74-46-60","Tier 3",1
"3397",11011514943901,1,"LPG/Natural Gas Stove","Purchased, upfront","Head",7500,NA,"No","Onodo",3000,NA,1,7,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"LPG/cooking gas","Not applicable","Always available",NA,1,7,3,10,60,5,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3150,NA,"34-23-91-41","Tier 2",1
"3398",11011514943901,2,"Koresone Stove","Purchased, upfront","Wife/Spouse",3500,NA,"No","I don't know",2000,NA,1,17,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,3,7,0,0,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,800,NA,"34-23-91-41","Tier 2",1
"3399",11011514943901,3,"Manufactured Stove Traditional","Purchased, upfront","Head",1500,NA,"No","made of Nigeria",800,NA,1,6,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Always available",NA,10,7,1,0,0,15,35,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,800,NA,"34-23-91-41","Tier 2",1
"3400",11011514944401,1,"LPG/Natural Gas Stove","Purchased, upfront","Head",7500,NA,"Yes","setro",5000,NA,1,3,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"LPG/cooking gas","Not applicable","Always available",NA,1,7,14,40,90,30,70,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1600,NA,"57-96-61-04","Tier 3",1
"3401",11011514944401,2,"Electric Stove","Purchased, upfront","Head",3500,NA,"No","888",3500,NA,1,2,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Electric","Not applicable","Mostly available",NA,5,3,3,40,60,40,60,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",2000,NA,"57-96-61-04","Tier 3",1
"3402",11011514944801,1,"Koresone Stove","Purchased, upfront","Head",1000,NA,"Yes","Hana Power",100,NA,1,1,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,5,7,14,30,0,45,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",800,NA,"49-75-70-13","Tier 2",1
"3403",11011514945303,1,"Koresone Stove","Purchased, upfront","Head",900,NA,"Yes","Hana power",700,NA,1,2,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,5,2,7,0,0,120,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",900,NA,"82-57-84-35","Tier 3",1
"3404",11011514946905,1,"Koresone Stove","Purchased, upfront","Head",1800,NA,"Yes","BUTTERFLY",1000,NA,1,4,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,4,4,0,0,90,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",880,NA,"60-08-39-90","Tier 3",1
"3405",11011514947702,1,"Manufactured Stove Traditional","Purchased, upfront","Head",1500,NA,"Yes","traditional",800,NA,1,6,5,"No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Moveable","Outdoors","",NA,NA,"Charcoal","Not applicable","Mostly available",NA,10,7,2,20,0,180,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"27-05-44-47","Tier 3",1
"3406",11011514947702,2,"Koresone Stove","Purchased, upfront","Wife/Spouse",1800,NA,"Yes","Tower",500,NA,1,16,10,"No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Sometimes available",NA,3,2,6,20,20,20,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,900,NA,"27-05-44-47","Tier 3",1
"3407",11011514947702,3,"Electric Stove","Purchased, upfront","Wife/Spouse",3400,NA,"Yes","Panasonic",1500,NA,1,6,1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Electric","Not applicable","Always available",NA,2,0,0,0,0,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,0,NA,"27-05-44-47","Tier 3",1
