"","hh_id","k_start","k1","k2","index_random_3b","random_number_1","index_random_2b","fuelwood_stove_type","wood_full_price","random_percentage_price_fuel","k_amount_1","k3","k3a","wood_6month","k4","k5","k5_oth","wood_12month","k6","k7","k7_oth","wood_24month","k8","k9","k9_oth","charcoal_stove_type","charc_full_price","charcoal_part_price","k_amount_2","k3_charcoal","k3a_charcoal","charcoal_6month","k4_charcoal","k5_charcoal","k5_oth_charcoal","charcoal_12month","k6_charcoal","k7_charcoal","k7_oth_charcoal","charcoal_24month","k8_charcoal","k9_charcoal","k9_oth_charcoal","elc_aggr_tier","locality"
"2881",11015504480802,"2017-12-11T07:46:14","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"2882",11015504480803,"2017-12-11T08:49:58","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2883",11015504481101,"2017-12-11T09:51:20","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"Yes",NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2884",11015504481102,"2017-12-11T07:34:53","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"2885",11015504481501,"2017-12-11T09:50:46","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"Yes",NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2886",11015504481601,"2017-12-11T06:37:29","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2887",11015506000601,"2017-12-12T04:33:35","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2888",11015506000604,"2017-12-12T07:07:06","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"Yes",NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2889",11015506001102,"2017-12-12T05:48:52","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2890",11015506001201,"2017-12-12T09:33:35","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Cannot afford the payment",1320,"Yes",NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2891",11015506002501,"2017-12-12T06:09:05","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2892",11015506002502,"2017-12-12T05:28:38","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"Yes",NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2893",11015506003601,"2017-12-12T07:38:38","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2894",11015506004701,"2017-12-12T05:43:28","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2895",11015506005301,"2017-12-12T07:50:09","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"Don’t Know","Do not need an improved cookstove","",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2896",11015506005302,"2017-12-12T05:46:21","HH uses more charcoal than firewood or crop residues",1,1,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"","Popular affordable charcoal ICS available in local market.",5500,3630,3630,"No","Cannot afford the payment",605,"Yes",NA,NA,302,NA,NA,NA,151,NA,NA,NA,"Tier 0",0
"2897",11015506005303,"2017-12-12T05:11:15","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"Yes",NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2898",11015506005304,"2017-12-12T07:44:15","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2899",11015506006101,"2017-12-12T04:56:09","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2900",11015506006604,"2017-12-12T08:08:07","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2901",11015513880601,"2017-12-13T05:36:25","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2902",11015513880701,"2017-12-13T07:14:05","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2903",11015513880801,"2017-12-13T16:01:41","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"Yes",NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2904",11015513880901,"2017-12-13T05:11:59","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"Yes",NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2905",11015513881201,"2017-12-13T05:22:57","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2906",11015513881202,"2017-12-13T06:14:39","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2907",11015513881401,"2017-12-13T05:25:16","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"No","Do not need an improved cookstove","",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2908",11015513881402,"2017-12-13T07:20:49","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"Yes",NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2909",11015513881404,"2017-12-13T05:24:39","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2910",11015513881601,"2017-12-13T06:22:06","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2911",11015513881701,"2017-12-13T07:54:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"Yes",NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2912",11015513881801,"2017-12-13T06:30:20","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"No","Do not need an improved cookstove","",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2913",11015513881901,"2017-12-13T06:55:32","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"Yes",NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2914",11016501240201,"2017-12-01T07:14:31","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Do not need an improved cookstove",660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2915",11016501240301,"2017-12-02T02:49:06","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",165,"Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2916",11016501240502,"2017-12-01T07:19:08","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2917",11016501240701,"2017-12-01T09:34:31","HH uses more firewood or crop residues or other biomass than charcoal",4,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Cannot afford the payment",1320,"No","Cannot afford the payment","",660,"Yes",NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2918",11016501240702,"2017-12-01T08:58:05","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"Yes",NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2919",11016501240801,"2017-12-01T07:13:39","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"Yes",NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"2920",11016501240802,"2017-12-01T08:55:54","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2921",11016501241002,"2017-12-01T07:27:54","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"Yes",NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2922",11016501241101,"2017-12-02T02:59:02","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2923",11016501241401,"2017-12-02T03:45:58","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Do not need an improved cookstove",1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2924",11016501241501,"2017-12-01T09:08:31","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2925",11016501241703,"2017-12-02T02:51:52","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"No","Cannot afford the payment","",247,"Yes",NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2926",11016501241901,"2017-12-01T08:01:56","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 1",0
"2927",11016501242001,"2017-12-01T09:16:14","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2928",11016511200201,"2017-11-19T10:30:34-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"2929",11016511200501,"2017-11-19T08:57:48-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",1
"2930",11016511200506,"2017-11-19T09:07:13-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"2931",11016511201201,"2017-11-19T11:18:09-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Do not need an improved cookstove",990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",1
"2932",11016511201801,"2017-11-19T08:49:11-05:00","HH uses more firewood or crop residues or other biomass than charcoal",3,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"Yes",NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"2933",11016511202401,"2017-11-19T12:55:19-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"2934",11016511202601,"2017-11-19T08:24:05-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"2935",11016511202701,"2017-11-19T08:41:54-05:00","HH uses more firewood or crop residues or other biomass than charcoal",5,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"Yes",NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"2936",11016511203101,"2017-11-19T11:59:14-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"2937",11016511203301,"2017-11-19T10:07:55-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"Yes",NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"2938",11016511203401,"2017-11-19T10:10:34-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"2939",11016511203701,"2017-11-19T10:56:01-05:00","HH uses more firewood or crop residues or other biomass than charcoal",5,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"2940",11016514360102,"2017-11-20T10:43:31-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2941",11016514360105,"2017-11-20T09:23:29-05:00","HH uses more charcoal than firewood or crop residues",2,0,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"","Aspirational charcoal ICS available in country",15000,4950,4950,"No","Do not need an improved cookstove",825,NA,NA,NA,412,NA,NA,NA,206,NA,NA,NA,"Tier 3",0
"2942",11016514360201,"2017-11-20T11:15:31-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"2943",11016514360501,"2017-11-20T11:01:17-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2944",11016514360701,"2017-11-20T10:14:47-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2945",11016514360801,"2017-11-20T11:56:00-05:00","HH uses more charcoal than firewood or crop residues",2,1,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"","Popular affordable charcoal ICS available in local market.",5500,3630,3630,"Yes",NA,605,NA,NA,NA,302,NA,NA,NA,151,NA,NA,NA,"Tier 3",0
"2946",11016514361002,"2017-11-20T13:05:22-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Do not need an improved cookstove",1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"2947",11016514361101,"2017-11-20T08:59:59-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"2948",11016514361301,"2017-11-20T10:08:19-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"2949",11016514362801,"2017-11-20T11:43:25-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"2950",11016514363201,"2017-11-20T08:54:01-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"2951",11016514363202,"2017-11-20T12:11:05-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 1",0
